"from","to","search","tele"
"BLR","CHE",0,0
"BLR","AZE",5,0
"BLR","BLR",0,0
"BLR","POL",3,0
"BLR","FIN",0,0
"BLR","HUN",2,0
"BLR","HRV",0,0
"BLR","GRC",0,0
"BLR","SWE",0,0
"BLR","ESP",0,0
"BLR","SRB",0,0
"BLR","DEU",0,0
"BLR","EST",0,0
"BLR","PRT",0,0
"BLR","GBR",0,0
"BLR","MKD",0,0
"BLR","BEL",1,0
"BLR","ARM",0,0
"BLR","ALB",0,0
"BLR","ROU",0,0
"BLR","IRL",0,0
"BLR","LTU",0,0
"BLR","NOR",0,0
"BLR","MLT",0,0
"BLR","ISR",0,0
"BLR","CZE",0,0
"BLR","MDA",0,0
"BLR","SMR",0,0
"BLR","SVN",0,0
"BLR","AUS",0,0
"BLR","DNK",0,0
"BLR","AUT",0,0
"BLR","LVA",0,0
"BLR","MNE",0,0
"BLR","GEO",0,0
"BEL","NLD",12,0
"BEL","RUS",6,0
"BEL","ITA",8,0
"BEL","FRA",10,0
"BEL","ISL",7,0
"BEL","CYP",5,0
"BEL","CHE",0,0
"BEL","AZE",2,0
"BEL","BLR",0,0
"BEL","POL",3,0
"BEL","FIN",0,0
"BEL","HUN",0,0
"BEL","HRV",0,0
"BEL","GRC",0,0
"BEL","SWE",0,0
"BEL","ESP",4,0
"BEL","SRB",0,0
"BEL","DEU",1,0
"BEL","EST",0,0
"BEL","PRT",0,0
"BEL","GBR",0,0
"BEL","MKD",0,0
"BEL","BEL",0,0
"BEL","ARM",0,0
"BEL","ALB",0,0
"BEL","ROU",0,0
"BEL","IRL",0,0
"BEL","LTU",0,0
"BEL","NOR",0,0
"BEL","MLT",0,0
"BEL","ISR",0,0
"BEL","CZE",0,0
"BEL","MDA",0,0
"BEL","SMR",0,0
"BEL","SVN",0,0
"BEL","AUS",0,0
"BEL","DNK",0,0
"BEL","AUT",0,0
"BEL","LVA",0,0
"BEL","MNE",0,0
"BEL","GEO",0,0
"HRV","NLD",10,0
"HRV","RUS",7,0
"HRV","ITA",12,0
"HRV","FRA",8,0
"HRV","ISL",0,0
"HRV","CYP",6,0
"HRV","CHE",4,0
"HRV","AZE",3,0
"HRV","BLR",0,0
"HRV","POL",0,0
"HRV","FIN",0,0
"HRV","HUN",0,0
"HRV","HRV",0,0
"HRV","GRC",0,0
"HRV","SWE",0,0
"HRV","ESP",0,0
"HRV","SRB",5,0
"HRV","DEU",0,0
"HRV","EST",0,0
"HRV","PRT",0,0
"HRV","GBR",0,0
"HRV","MKD",0,0
"HRV","BEL",0,0
"HRV","ARM",0,0
"HRV","ALB",0,0
"HRV","ROU",0,0
"HRV","IRL",0,0
"HRV","LTU",0,0
"HRV","NOR",0,0
"HRV","MLT",0,0
"HRV","ISR",0,0
"HRV","CZE",0,0
"HRV","MDA",0,0
"HRV","SMR",0,0
"HRV","SVN",2,0
"HRV","AUS",1,0
"HRV","DNK",0,0
"HRV","AUT",0,0
"HRV","LVA",0,0
"HRV","MNE",0,0
"HRV","GEO",0,0
"CYP","NLD",8,0
"CYP","RUS",10,0
"CYP","ITA",5,0
"CYP","FRA",6,0
"CYP","ISL",7,0
"CYP","CYP",0,0
"CYP","CHE",3,0
"CYP","AZE",4,0
"CYP","BLR",1,0
"CYP","POL",0,0
"CYP","FIN",0,0
"CYP","HUN",0,0
"CYP","HRV",0,0
"CYP","GRC",12,0
"CYP","SWE",0,0
"CYP","ESP",0,0
"CYP","SRB",0,0
"CYP","DEU",0,0
"CYP","EST",0,0
"CYP","PRT",2,0
"CYP","GBR",0,0
"CYP","MKD",0,0
"CYP","BEL",0,0
"CYP","ARM",0,0
"CYP","ALB",0,0
"CYP","ROU",0,0
"CYP","IRL",0,0
"CYP","LTU",0,0
"CYP","NOR",0,0
"CYP","MLT",0,0
"CYP","ISR",0,0
"CYP","CZE",0,0
"CYP","MDA",0,0
"CYP","SMR",0,0
"CYP","SVN",0,0
"CYP","AUS",0,0
"CYP","DNK",0,0
"CYP","AUT",0,0
"CYP","LVA",0,0
"CYP","MNE",0,0
"CYP","GEO",0,0
"CZE","NLD",2,0
"CZE","RUS",12,0
"CZE","ITA",10,0
"CZE","FRA",0,0
"CZE","ISL",0,0
"CZE","CYP",6,0
"CZE","CHE",0,0
"CZE","AZE",0,0
"CZE","BLR",5,0
"CZE","POL",4,0
"CZE","FIN",0,0
"CZE","HUN",8,0
"CZE","HRV",0,0
"CZE","GRC",7,0
"CZE","SWE",0,0
"CZE","ESP",0,0
"CZE","SRB",1,0
"CZE","DEU",0,0
"CZE","EST",3,0
"CZE","PRT",0,0
"CZE","GBR",0,0
"CZE","MKD",0,0
"CZE","BEL",0,0
"CZE","ARM",0,0
"CZE","ALB",0,0
"CZE","ROU",0,0
"CZE","IRL",0,0
"CZE","LTU",0,0
"CZE","NOR",0,0
"CZE","MLT",0,0
"CZE","ISR",0,0
"CZE","CZE",0,0
"CZE","MDA",0,0
"CZE","SMR",0,0
"CZE","SVN",0,0
"CZE","AUS",0,0
"CZE","DNK",0,0
"CZE","AUT",0,0
"CZE","LVA",0,0
"CZE","MNE",0,0
"CZE","GEO",0,0
"DNK","NLD",10,0
"DNK","RUS",1,0
"DNK","ITA",2,0
"DNK","FRA",8,0
"DNK","ISL",12,0
"DNK","CYP",0,0
"DNK","CHE",0,0
"DNK","AZE",0,0
"DNK","BLR",0,0
"DNK","POL",4,0
"DNK","FIN",6,0
"DNK","HUN",0,0
"DNK","HRV",0,0
"DNK","GRC",0,0
"DNK","SWE",3,0
"DNK","ESP",0,0
"DNK","SRB",0,0
"DNK","DEU",0,0
"DNK","EST",5,0
"DNK","PRT",0,0
"DNK","GBR",0,0
"DNK","MKD",0,0
"DNK","BEL",0,0
"DNK","ARM",0,0
"DNK","ALB",0,0
"DNK","ROU",0,0
"DNK","IRL",0,0
"DNK","LTU",7,0
"DNK","NOR",0,0
"DNK","MLT",0,0
"DNK","ISR",0,0
"DNK","CZE",0,0
"DNK","MDA",0,0
"DNK","SMR",0,0
"DNK","SVN",0,0
"DNK","AUS",0,0
"DNK","DNK",0,0
"DNK","AUT",0,0
"DNK","LVA",0,0
"DNK","MNE",0,0
"DNK","GEO",0,0
"EST","NLD",8,0
"EST","RUS",12,0
"EST","ITA",6,0
"EST","FRA",4,0
"EST","ISL",0,0
"EST","CYP",0,0
"EST","CHE",7,0
"EST","AZE",3,0
"EST","BLR",5,0
"EST","POL",0,0
"EST","FIN",10,0
"EST","HUN",0,0
"EST","HRV",2,0
"EST","GRC",0,0
"EST","SWE",1,0
"EST","ESP",0,0
"EST","SRB",0,0
"EST","DEU",0,0
"EST","EST",0,0
"EST","PRT",0,0
"EST","GBR",0,0
"EST","MKD",0,0
"EST","BEL",0,0
"EST","ARM",0,0
"EST","ALB",0,0
"EST","ROU",0,0
"EST","IRL",0,0
"EST","LTU",0,0
"EST","NOR",0,0
"EST","MLT",0,0
"EST","ISR",0,0
"EST","CZE",0,0
"EST","MDA",0,0
"EST","SMR",0,0
"EST","SVN",0,0
"EST","AUS",0,0
"EST","DNK",0,0
"EST","AUT",0,0
"EST","LVA",0,0
"EST","MNE",0,0
"EST","GEO",0,0
"FIN","NLD",3,0
"FIN","RUS",7,0
"FIN","ITA",10,0
"FIN","FRA",8,0
"FIN","ISL",12,0
"FIN","CYP",1,0
"FIN","CHE",6,0
"FIN","AZE",0,0
"FIN","BLR",0,0
"FIN","POL",0,0
"FIN","FIN",0,0
"FIN","HUN",0,0
"FIN","HRV",0,0
"FIN","GRC",0,0
"FIN","SWE",4,0
"FIN","ESP",0,0
"FIN","SRB",0,0
"FIN","DEU",0,0
"FIN","EST",2,0
"FIN","PRT",0,0
"FIN","GBR",0,0
"FIN","MKD",0,0
"FIN","BEL",0,0
"FIN","ARM",0,0
"FIN","ALB",0,0
"FIN","ROU",0,0
"FIN","IRL",0,0
"FIN","LTU",0,0
"FIN","NOR",5,0
"FIN","MLT",0,0
"FIN","ISR",0,0
"FIN","CZE",0,0
"FIN","MDA",0,0
"FIN","SMR",0,0
"FIN","SVN",0,0
"FIN","AUS",0,0
"FIN","DNK",0,0
"FIN","AUT",0,0
"FIN","LVA",0,0
"FIN","MNE",0,0
"FIN","GEO",0,0
"FRA","NLD",12,0
"FRA","RUS",10,0
"FRA","ITA",8,0
"FRA","FRA",0,0
"FRA","ISL",6,0
"FRA","CYP",0,0
"FRA","CHE",4,0
"FRA","AZE",2,0
"FRA","BLR",0,0
"FRA","POL",0,0
"FRA","FIN",0,0
"FRA","HUN",0,0
"FRA","HRV",0,0
"FRA","GRC",0,0
"FRA","SWE",0,0
"FRA","ESP",5,0
"FRA","SRB",0,0
"FRA","DEU",0,0
"FRA","EST",0,0
"FRA","PRT",7,0
"FRA","GBR",0,0
"FRA","MKD",0,0
"FRA","BEL",3,0
"FRA","ARM",0,0
"FRA","ALB",0,0
"FRA","ROU",0,0
"FRA","IRL",0,0
"FRA","LTU",0,0
"FRA","NOR",0,0
"FRA","MLT",0,0
"FRA","ISR",1,0
"FRA","CZE",0,0
"FRA","MDA",0,0
"FRA","SMR",0,0
"FRA","SVN",0,0
"FRA","AUS",0,0
"FRA","DNK",0,0
"FRA","AUT",0,0
"FRA","LVA",0,0
"FRA","MNE",0,0
"FRA","GEO",0,0
"GEO","NLD",5,0
"GEO","RUS",12,0
"GEO","ITA",8,0
"GEO","FRA",0,0
"GEO","ISL",4,0
"GEO","CYP",10,0
"GEO","CHE",0,0
"GEO","AZE",0,0
"GEO","BLR",6,0
"GEO","POL",0,0
"GEO","FIN",0,0
"GEO","HUN",0,0
"GEO","HRV",0,0
"GEO","GRC",0,0
"GEO","SWE",0,0
"GEO","ESP",0,0
"GEO","SRB",0,0
"GEO","DEU",2,0
"GEO","EST",0,0
"GEO","PRT",0,0
"GEO","GBR",0,0
"GEO","MKD",0,0
"GEO","BEL",0,0
"GEO","ARM",7,0
"GEO","ALB",0,0
"GEO","ROU",0,0
"GEO","IRL",0,0
"GEO","LTU",0,0
"GEO","NOR",0,0
"GEO","MLT",3,0
"GEO","ISR",1,0
"GEO","CZE",0,0
"GEO","MDA",0,0
"GEO","SMR",0,0
"GEO","SVN",0,0
"GEO","AUS",0,0
"GEO","DNK",0,0
"GEO","AUT",0,0
"GEO","LVA",0,0
"GEO","MNE",0,0
"GEO","GEO",0,0
"DEU","NLD",8,0
"DEU","RUS",10,0
"DEU","ITA",7,0
"DEU","FRA",3,0
"DEU","ISL",5,0
"DEU","CYP",4,0
"DEU","CHE",12,0
"DEU","AZE",1,0
"DEU","BLR",0,0
"DEU","POL",6,0
"DEU","FIN",0,0
"DEU","HUN",0,0
"DEU","HRV",0,0
"DEU","GRC",2,0
"DEU","SWE",0,0
"DEU","ESP",0,0
"DEU","SRB",0,0
"DEU","DEU",0,0
"DEU","EST",0,0
"DEU","PRT",0,0
"DEU","GBR",0,0
"DEU","MKD",0,0
"DEU","BEL",0,0
"DEU","ARM",0,0
"DEU","ALB",0,0
"DEU","ROU",0,0
"DEU","IRL",0,0
"DEU","LTU",0,0
"DEU","NOR",0,0
"DEU","MLT",0,0
"DEU","ISR",0,0
"DEU","CZE",0,0
"DEU","MDA",0,0
"DEU","SMR",0,0
"DEU","SVN",0,0
"DEU","AUS",0,0
"DEU","DNK",0,0
"DEU","AUT",0,0
"DEU","LVA",0,0
"DEU","MNE",0,0
"DEU","GEO",0,0
"GRC","NLD",10,0
"GRC","RUS",8,0
"GRC","ITA",6,0
"GRC","FRA",7,0
"GRC","ISL",2,0
"GRC","CYP",12,0
"GRC","CHE",3,0
"GRC","AZE",5,0
"GRC","BLR",0,0
"GRC","POL",0,0
"GRC","FIN",0,0
"GRC","HUN",0,0
"GRC","HRV",0,0
"GRC","GRC",0,0
"GRC","SWE",0,0
"GRC","ESP",0,0
"GRC","SRB",0,0
"GRC","DEU",0,0
"GRC","EST",0,0
"GRC","PRT",0,0
"GRC","GBR",0,0
"GRC","MKD",0,0
"GRC","BEL",0,0
"GRC","ARM",0,0
"GRC","ALB",4,0
"GRC","ROU",0,0
"GRC","IRL",0,0
"GRC","LTU",0,0
"GRC","NOR",0,0
"GRC","MLT",0,0
"GRC","ISR",0,0
"GRC","CZE",0,0
"GRC","MDA",0,0
"GRC","SMR",1,0
"GRC","SVN",0,0
"GRC","AUS",0,0
"GRC","DNK",0,0
"GRC","AUT",0,0
"GRC","LVA",0,0
"GRC","MNE",0,0
"GRC","GEO",0,0
"HUN","NLD",12,0
"HUN","RUS",7,0
"HUN","ITA",8,0
"HUN","FRA",10,0
"HUN","ISL",0,0
"HUN","CYP",0,0
"HUN","CHE",4,0
"HUN","AZE",5,0
"HUN","BLR",0,0
"HUN","POL",0,0
"HUN","FIN",0,0
"HUN","HUN",0,0
"HUN","HRV",0,0
"HUN","GRC",0,0
"HUN","SWE",0,0
"HUN","ESP",0,0
"HUN","SRB",0,0
"HUN","DEU",1,0
"HUN","EST",6,0
"HUN","PRT",3,0
"HUN","GBR",0,0
"HUN","MKD",0,0
"HUN","BEL",0,0
"HUN","ARM",0,0
"HUN","ALB",0,0
"HUN","ROU",0,0
"HUN","IRL",0,0
"HUN","LTU",0,0
"HUN","NOR",0,0
"HUN","MLT",0,0
"HUN","ISR",2,0
"HUN","CZE",0,0
"HUN","MDA",0,0
"HUN","SMR",0,0
"HUN","SVN",0,0
"HUN","AUS",0,0
"HUN","DNK",0,0
"HUN","AUT",0,0
"HUN","LVA",0,0
"HUN","MNE",0,0
"HUN","GEO",0,0
"ISL","NLD",8,0
"ISL","RUS",2,0
"ISL","ITA",0,0
"ISL","FRA",3,0
"ISL","ISL",0,0
"ISL","CYP",12,0
"ISL","CHE",6,0
"ISL","AZE",0,0
"ISL","BLR",0,0
"ISL","POL",0,0
"ISL","FIN",10,0
"ISL","HUN",5,0
"ISL","HRV",0,0
"ISL","GRC",0,0
"ISL","SWE",1,0
"ISL","ESP",0,0
"ISL","SRB",0,0
"ISL","DEU",0,0
"ISL","EST",0,0
"ISL","PRT",0,0
"ISL","GBR",0,0
"ISL","MKD",0,0
"ISL","BEL",7,0
"ISL","ARM",0,0
"ISL","ALB",0,0
"ISL","ROU",0,0
"ISL","IRL",0,0
"ISL","LTU",0,0
"ISL","NOR",4,0
"ISL","MLT",0,0
"ISL","ISR",0,0
"ISL","CZE",0,0
"ISL","MDA",0,0
"ISL","SMR",0,0
"ISL","SVN",0,0
"ISL","AUS",0,0
"ISL","DNK",0,0
"ISL","AUT",0,0
"ISL","LVA",0,0
"ISL","MNE",0,0
"ISL","GEO",0,0
"IRL","NLD",8,0
"IRL","RUS",10,0
"IRL","ITA",0,0
"IRL","FRA",3,0
"IRL","ISL",5,0
"IRL","CYP",0,0
"IRL","CHE",2,0
"IRL","AZE",1,0
"IRL","BLR",6,0
"IRL","POL",7,0
"IRL","FIN",0,0
"IRL","HUN",0,0
"IRL","HRV",0,0
"IRL","GRC",0,0
"IRL","SWE",0,0
"IRL","ESP",4,0
"IRL","SRB",0,0
"IRL","DEU",0,0
"IRL","EST",0,0
"IRL","PRT",0,0
"IRL","GBR",12,0
"IRL","MKD",0,0
"IRL","BEL",0,0
"IRL","ARM",0,0
"IRL","ALB",0,0
"IRL","ROU",0,0
"IRL","IRL",0,0
"IRL","LTU",0,0
"IRL","NOR",0,0
"IRL","MLT",0,0
"IRL","ISR",0,0
"IRL","CZE",0,0
"IRL","MDA",0,0
"IRL","SMR",0,0
"IRL","SVN",0,0
"IRL","AUS",0,0
"IRL","DNK",0,0
"IRL","AUT",0,0
"IRL","LVA",0,0
"IRL","MNE",0,0
"IRL","GEO",0,0
"ISR","NLD",7,0
"ISR","RUS",8,0
"ISR","ITA",0,0
"ISR","FRA",2,0
"ISR","ISL",4,0
"ISR","CYP",0,0
"ISR","CHE",1,0
"ISR","AZE",0,0
"ISR","BLR",5,0
"ISR","POL",6,0
"ISR","FIN",0,0
"ISR","HUN",0,0
"ISR","HRV",0,0
"ISR","GRC",0,0
"ISR","SWE",0,0
"ISR","ESP",3,0
"ISR","SRB",0,0
"ISR","DEU",0,0
"ISR","EST",0,0
"ISR","PRT",0,0
"ISR","GBR",10,0
"ISR","MKD",0,0
"ISR","BEL",0,0
"ISR","ARM",0,0
"ISR","ALB",0,0
"ISR","ROU",0,0
"ISR","IRL",12,0
"ISR","LTU",0,0
"ISR","NOR",0,0
"ISR","MLT",0,0
"ISR","ISR",0,0
"ISR","CZE",0,0
"ISR","MDA",0,0
"ISR","SMR",0,0
"ISR","SVN",0,0
"ISR","AUS",0,0
"ISR","DNK",0,0
"ISR","AUT",0,0
"ISR","LVA",0,0
"ISR","MNE",0,0
"ISR","GEO",0,0
"ITA","NLD",8,0
"ITA","RUS",10,0
"ITA","ITA",0,0
"ITA","FRA",12,0
"ITA","ISL",3,0
"ITA","CYP",4,0
"ITA","CHE",7,0
"ITA","AZE",6,0
"ITA","BLR",0,0
"ITA","POL",0,0
"ITA","FIN",0,0
"ITA","HUN",0,0
"ITA","HRV",0,0
"ITA","GRC",0,0
"ITA","SWE",0,0
"ITA","ESP",1,0
"ITA","SRB",0,0
"ITA","DEU",0,0
"ITA","EST",0,0
"ITA","PRT",0,0
"ITA","GBR",0,0
"ITA","MKD",0,0
"ITA","BEL",0,0
"ITA","ARM",0,0
"ITA","ALB",5,0
"ITA","ROU",2,0
"ITA","IRL",0,0
"ITA","LTU",0,0
"ITA","NOR",0,0
"ITA","MLT",0,0
"ITA","ISR",0,0
"ITA","CZE",0,0
"ITA","MDA",0,0
"ITA","SMR",0,0
"ITA","SVN",0,0
"ITA","AUS",0,0
"ITA","DNK",0,0
"ITA","AUT",0,0
"ITA","LVA",0,0
"ITA","MNE",0,0
"ITA","GEO",0,0
"LVA","NLD",10,0
"LVA","RUS",12,0
"LVA","ITA",0,0
"LVA","FRA",7,0
"LVA","ISL",0,0
"LVA","CYP",0,0
"LVA","CHE",0,0
"LVA","AZE",0,0
"LVA","BLR",6,0
"LVA","POL",0,0
"LVA","FIN",0,0
"LVA","HUN",0,0
"LVA","HRV",0,0
"LVA","GRC",0,0
"LVA","SWE",8,0
"LVA","ESP",0,0
"LVA","SRB",0,0
"LVA","DEU",1,0
"LVA","EST",0,0
"LVA","PRT",2,0
"LVA","GBR",0,0
"LVA","MKD",0,0
"LVA","BEL",0,0
"LVA","ARM",0,0
"LVA","ALB",0,0
"LVA","ROU",0,0
"LVA","IRL",5,0
"LVA","LTU",4,0
"LVA","NOR",3,0
"LVA","MLT",0,0
"LVA","ISR",0,0
"LVA","CZE",0,0
"LVA","MDA",0,0
"LVA","SMR",0,0
"LVA","SVN",0,0
"LVA","AUS",0,0
"LVA","DNK",0,0
"LVA","AUT",0,0
"LVA","LVA",0,0
"LVA","MNE",0,0
"LVA","GEO",0,0
"LTU","NLD",10,0
"LTU","RUS",12,0
"LTU","ITA",8,0
"LTU","FRA",7,0
"LTU","ISL",3,0
"LTU","CYP",6,0
"LTU","CHE",4,0
"LTU","AZE",5,0
"LTU","BLR",1,0
"LTU","POL",0,0
"LTU","FIN",2,0
"LTU","HUN",0,0
"LTU","HRV",0,0
"LTU","GRC",0,0
"LTU","SWE",0,0
"LTU","ESP",0,0
"LTU","SRB",0,0
"LTU","DEU",0,0
"LTU","EST",0,0
"LTU","PRT",0,0
"LTU","GBR",0,0
"LTU","MKD",0,0
"LTU","BEL",0,0
"LTU","ARM",0,0
"LTU","ALB",0,0
"LTU","ROU",0,0
"LTU","IRL",0,0
"LTU","LTU",0,0
"LTU","NOR",0,0
"LTU","MLT",0,0
"LTU","ISR",0,0
"LTU","CZE",0,0
"LTU","MDA",0,0
"LTU","SMR",0,0
"LTU","SVN",0,0
"LTU","AUS",0,0
"LTU","DNK",0,0
"LTU","AUT",0,0
"LTU","LVA",0,0
"LTU","MNE",0,0
"LTU","GEO",0,0
"MKD","NLD",5,0
"MKD","RUS",0,0
"MKD","ITA",2,0
"MKD","FRA",8,0
"MKD","ISL",0,0
"MKD","CYP",0,0
"MKD","CHE",6,0
"MKD","AZE",1,0
"MKD","BLR",0,0
"MKD","POL",0,0
"MKD","FIN",0,0
"MKD","HUN",0,0
"MKD","HRV",7,0
"MKD","GRC",0,0
"MKD","SWE",0,0
"MKD","ESP",0,0
"MKD","SRB",12,0
"MKD","DEU",0,0
"MKD","EST",0,0
"MKD","PRT",3,0
"MKD","GBR",0,0
"MKD","MKD",0,0
"MKD","BEL",0,0
"MKD","ARM",0,0
"MKD","ALB",10,0
"MKD","ROU",0,0
"MKD","IRL",0,0
"MKD","LTU",4,0
"MKD","NOR",0,0
"MKD","MLT",0,0
"MKD","ISR",0,0
"MKD","CZE",0,0
"MKD","MDA",0,0
"MKD","SMR",0,0
"MKD","SVN",0,0
"MKD","AUS",0,0
"MKD","DNK",0,0
"MKD","AUT",0,0
"MKD","LVA",0,0
"MKD","MNE",0,0
"MKD","GEO",0,0
"MLT","NLD",10,0
"MLT","RUS",3,0
"MLT","ITA",12,0
"MLT","FRA",8,0
"MLT","ISL",0,0
"MLT","CYP",2,0
"MLT","CHE",1,0
"MLT","AZE",7,0
"MLT","BLR",0,0
"MLT","POL",0,0
"MLT","FIN",0,0
"MLT","HUN",4,0
"MLT","HRV",0,0
"MLT","GRC",0,0
"MLT","SWE",6,0
"MLT","ESP",0,0
"MLT","SRB",0,0
"MLT","DEU",0,0
"MLT","EST",0,0
"MLT","PRT",0,0
"MLT","GBR",5,0
"MLT","MKD",0,0
"MLT","BEL",0,0
"MLT","ARM",0,0
"MLT","ALB",0,0
"MLT","ROU",0,0
"MLT","IRL",0,0
"MLT","LTU",0,0
"MLT","NOR",0,0
"MLT","MLT",0,0
"MLT","ISR",0,0
"MLT","CZE",0,0
"MLT","MDA",0,0
"MLT","SMR",0,0
"MLT","SVN",0,0
"MLT","AUS",0,0
"MLT","DNK",0,0
"MLT","AUT",0,0
"MLT","LVA",0,0
"MLT","MNE",0,0
"MLT","GEO",0,0
"MDA","NLD",8,0
"MDA","RUS",12,0
"MDA","ITA",7,0
"MDA","FRA",0,0
"MDA","ISL",0,0
"MDA","CYP",0,0
"MDA","CHE",0,0
"MDA","AZE",0,0
"MDA","BLR",0,0
"MDA","POL",0,0
"MDA","FIN",0,0
"MDA","HUN",0,0
"MDA","HRV",0,0
"MDA","GRC",0,0
"MDA","SWE",1,0
"MDA","ESP",0,0
